date,mid_price,label
2020.02.18,311850,0.063157895
2020.02.19,311275,0.070175439
2020.02.20,317850,0.137254902
2020.02.21,321250,0.313131313
2020.02.22,309300,0.252525253
2020.02.23,288500,0.313131313
2020.02.24,271025,0.091836735
2020.02.25,272925,0.25
2020.02.26,272775,0.133333333
2020.02.27,267450,-0.06122449
2020.02.28,271425,0.02020202
2020.02.29,271550,0.226804124
2020.03.01,269625,0.202702703
2020.03.02,273250,0.111111111
2020.03.03,281000,0.243243243
2020.03.04,292900,0.355263158
2020.03.05,263700,0.301369863
2020.03.06,244875,0.310810811
2020.03.07,244000,0.392405063
2020.03.08,232550,0.178082192
2020.03.09,185575,0.319444444
2020.03.10,152175,0.164383562
2020.03.11,168900,0.051948052
2020.03.12,160875,0.277777778
2020.03.13,148400,0.027027027
2020.03.14,145925,-0.210526316
2020.03.15,144925,0.135802469
2020.03.16,162625,0.205128205
2020.03.17,172725,0.216216216
2020.03.18,166675,0
2020.03.19,162600,0.219178082
2020.03.20,161150,0.148648649
2020.03.21,169700,0.333333333
2020.03.22,171075,0.27027027
2020.03.23,168200,-0.027777778
2020.03.24,166975,0.191780822
2020.03.25,157575,-0.038461538
2020.03.26,157275,0.216216216
2020.03.27,158725,0.301369863
2020.03.28,161450,0.328947368
2020.03.29,161750,0.383561644
2020.03.30,170000,0.226666667
2020.03.31,171775,0.472222222
2020.04.01,172000,0.226666667
2020.04.02,172650,0.148648649
2020.04.03,189250,0.297297297
2020.04.04,203925,0.328767123
2020.04.05,203000,0.364864865
2020.04.06,204775,0.375
2020.04.07,196125,0.319444444
2020.04.08,194175,0.356164384
2020.04.09,195900,0.273584906
2020.04.10,190250,0.103092784
2020.04.11,193275,0.309278351
2020.04.12,191350,0.010309278
2020.04.13,196025,0.193877551
2020.04.14,207650,0.072164948
2020.04.15,217100,-0.06185567
2020.04.16,220575,0.28125
2020.04.17,216150,0.181818182
2020.04.18,210050,0.235294118
2020.04.19,215900,0.242990654
2020.04.20,223750,0.268041237
2020.04.21,227250,0.138613861
2020.04.22,232400,0.11
2020.04.23,238150,0
2020.04.24,237100,0.262626263
2020.04.25,237600,0.229166667
2020.04.26,249200,0.208333333
2020.04.27,258650,0.244897959
2020.04.28,257300,0.239583333
2020.04.29,258325,0.1875
2020.04.30,258075,0.208333333
2020.05.01,248575,0.361904762
2020.05.02,251400,0.195876289
2020.05.03,250350,0.104166667
2020.05.04,251175,0.375
2020.05.05,256750,0.274509804
2020.05.06,255375,0.142857143
2020.05.07,238775,0.175257732
2020.05.08,226850,0.166666667
2020.05.09,229600,0.020618557
2020.05.10,235600,0.041666667
2020.05.11,243000,0.177083333
2020.05.12,239800,0.206185567
2020.05.13,240200,0
2020.05.14,246125,0.234042553
2020.05.15,253950,0
2020.05.16,255875,0.666666667
2020.05.17,254125,0.230769231
2020.05.18,245825,0.27027027
2020.05.19,246400,0.25
2020.05.20,252350,0.191780822
2020.05.21,249400,0.148648649
2020.05.22,247850,0.452054795
2020.05.23,244650,0.055555556
2020.05.24,248450,0.213333333
2020.05.25,257875,0.232876712
2020.05.26,267150,0.337837838
2020.05.27,280000,0.32
2020.05.28,286450,0.291666667
2020.05.29,288750,0.364864865
2020.05.30,288350,0.067567568
2020.05.31,289175,0.298701299
2020.06.01,292400,0.236111111
2020.06.02,292525,0.27027027
2020.06.03,290300,0.111111111
2020.06.04,288800,0
2020.06.05,292400,-0.260273973
2020.06.06,292900,-0.164383562
2020.06.07,292875,-0.315068493
2020.06.08,285275,-0.104166667
2020.06.09,280350,-0.232876712
2020.06.10,284925,-0.123287671
2020.06.11,282075,-0.067567568
2020.06.12,272425,-0.121621622
2020.06.13,279000,-0.263888889
2020.06.14,282425,-0.253333333
2020.06.15,279650,-0.236111111
2020.06.16,276950,-0.109589041
2020.06.17,276600,-0.273972603
2020.06.18,277000,0.054794521
2020.06.19,284950,-0.211764706
2020.06.20,291025,-0.397260274
2020.06.21,288450,-0.253333333
2020.06.22,278825,-0.256756757
2020.06.23,277675,-0.180555556
2020.06.24,270950,-0.082191781
2020.06.25,268150,-0.164383562
2020.06.26,270150,-0.07
2020.06.27,270300,-0.271604938
2020.06.28,273275,-0.204081633
2020.06.29,272950,-0.1875
2020.06.30,271000,-0.206185567
2020.07.01,271925,-0.329896907
2020.07.02,270775,-0.14
2020.07.03,278550,-0.103092784
2020.07.04,283550,-0.071428571
2020.07.05,287950,-0.113402062
2020.07.06,287750,-0.1875
2020.07.07,284400,-0.270833333
2020.07.08,284675,-0.173469388
2020.07.09,284900,-0.29
2020.07.10,286725,-0.154639175
2020.07.11,285725,-0.134615385
2020.07.12,284725,-0.333333333
2020.07.13,280500,-0.226804124
2020.07.14,278925,-0.206185567
2020.07.15,279525,-0.193877551
2020.07.16,281625,-0.395833333
2020.07.17,282775,-0.216494845
2020.07.18,287375,1
2020.07.19,301650,0.5
2020.07.20,319000,1
2020.07.21,329625,1
2020.07.22,348275,0
2020.07.23,365200,1
2020.07.24,377600,0.5
2020.07.25,372475,0.5
2020.07.26,375100,1
2020.07.27,387150,0.8
2020.07.28,400700,1
2020.07.29,434375,0.5
2020.07.30,439325,1
2020.07.31,453475,0
2020.08.01,463675,0.75
2020.08.02,468525,0.5
2020.08.03,469000,0.666666667
2020.08.04,452600,0.571428571
2020.08.05,457350,0.6
2020.08.06,462550,0.6
2020.08.07,465550,-0.25
2020.08.08,454200,0.666666667
2020.08.09,448450,0.75
2020.08.10,478350,0.5
2020.08.11,507000,0
2020.08.12,511000,0.5
2020.08.13,498250,1
2020.08.14,503525,0.5
2020.08.15,493400,0
2020.08.16,484150,0.2
2020.08.17,483525,0
2020.08.18,476825,-0.333333333
2020.08.19,460575,-1
2020.08.20,463275,-1
2020.08.21,471600,0.5
2020.08.22,462875,0.5
2020.08.23,456100,0.333333333
2020.08.24,457275,0.5
2020.08.25,458275,0.2
2020.08.26,467975,0.5
2020.08.27,484575,1
2020.08.28,503050,0.75
2020.08.29,538500,0.333333333
2020.08.30,535450,-1
2020.08.31,493450,1
2020.09.01,465525,0
2020.09.02,431400,-0.333333333
2020.09.03,409350,1
2020.09.04,411300,0
2020.09.05,410150,1
2020.09.06,411325,0.25
2020.09.07,432575,1
2020.09.08,435000,1
2020.09.09,447525,0
2020.09.10,444250,1
2020.09.11,441350,0
2020.09.12,441450,-1
2020.09.13,429400,1
2020.09.14,445125,0
2020.09.15,450200,1
2020.09.16,447550,0.333333333
2020.09.17,439950,0.333333333
2020.09.18,415350,-0.333333333
2020.09.19,399450,0.666666667
2020.09.20,386950,1
2020.09.21,390050,1
2020.09.22,405500,0.25
2020.09.23,408850,0.5
2020.09.24,413550,0.333333333
2020.09.25,418500,-1
2020.09.26,413900,1
2020.09.27,415825,1
2020.09.28,417525,1
2020.09.29,404850,0.833333333
2020.09.30,407825,1
2020.10.01,408850,1
2020.10.02,410725,-0.8
2020.10.03,404000,0
2020.10.04,395050,0.666666667
2020.10.05,398775,0
2020.10.06,410550,0.666666667
2020.10.07,423350,-1
2020.10.08,424325,1
2020.10.09,434075,0.6
2020.10.10,436875,0.4
2020.10.11,438000,1
2020.10.12,432325,0.75
2020.10.13,427200,1
2020.10.14,422775,label
2020.10.15,428750,0.021276596
2020.10.16,433250,0.371428571
2020.10.17,426750,0.666666667
2020.10.18,435825,0.34375
2020.10.19,455825,0.09375
2020.10.20,463425,0.36
2020.10.21,464150,0.37037037
2020.10.22,463325,0.464285714
2020.10.23,448450,-0.038461538
2020.10.24,449925,0.384615385
2020.10.25,445500,0.615384615
2020.10.26,438575,0.571428571
2020.10.27,434325,0.28
2020.10.28,437575,0.76
2020.10.29,442350,0.708333333
2020.10.30,443875,0.464285714
2020.10.31,432350,0.407407407
2020.11.01,445000,0.576923077
2020.11.02,458675,0.724137931
2020.11.03,486100,0.88
2020.11.04,502150,0.692307692
2020.11.05,498675,0.551724138
2020.11.06,501900,0.357142857
2020.11.07,497650,-0.193548387
2020.11.08,512200,0.555555556
2020.11.09,509950,0.518518519
