,market,candle_date_time_utc,candle_date_time_kst,opening_price,high_price,low_price,trade_price,timestamp,candle_acc_trade_price,candle_acc_trade_volume,prev_closing_price,change_price,change_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,KRW-ETH,2017-09-25T00:00:00,2017-09-25T09:00:00,324500,326500,320000,325000,2017-09-25 23:55:35.846,459010091.79589,1421.85542702,NaN,NaN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,KRW-ETH,2017-09-26T00:00:00,2017-09-26T09:00:00,325000,328500,320000,321500,2017-09-26 23:59:12.473,16747.8,0.0516,325000.0,-3500.0,-0.0107692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,KRW-ETH,2017-09-27T00:00:00,2017-09-27T09:00:00,321000,342500,320000,342500,2017-09-27 23:57:44.826,16672.25,0.0507,321500.0,21000.0,0.065318818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,KRW-ETH,2017-09-28T00:00:00,2017-09-28T09:00:00,342000,346500,327000,332500,2017-09-28 23:57:34.165,16705.75,0.0497,342500.0,-10000.0,-0.0291970803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,KRW-ETH,2017-09-29T00:00:00,2017-09-29T09:00:00,331000,333500,312500,327500,2017-09-29 23:58:19.747,17046.65,0.0523,332500.0,-5000.0,-0.015037594000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,KRW-ETH,2017-09-30T00:00:00,2017-09-30T09:00:00,327500,341500,327000,341000,2017-09-30 23:58:23.660,17575.15,0.0525,327500.0,13500.0,0.041221374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,KRW-ETH,2017-10-01T00:00:00,2017-10-01T09:00:00,341000,344500,331500,342000,2017-10-01 23:59:35.730,17811.15,0.0524,341000.0,1000.0,0.0029325513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,KRW-ETH,2017-10-02T00:00:00,2017-10-02T09:00:00,342000,346000,336500,340000,2017-10-02 23:59:17.021,17889.55,0.0524,342000.0,-2000.0,-0.0058479532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,KRW-ETH,2017-10-03T00:00:00,2017-10-03T09:00:00,340000,345500,324000,338000,2017-10-03 23:58:21.231,16378.6,0.0487,340000.0,-2000.0,-0.0058823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,KRW-ETH,2017-10-04T00:00:00,2017-10-04T09:00:00,336000,343000,333500,338000,2017-10-04 23:59:35.048,16030.35,0.0473,338000.0,NaN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,KRW-ETH,2017-10-05T00:00:00,2017-10-05T09:00:00,339500,341500,333000,337500,2017-10-05 23:58:58.601,16107.5,0.0477,338000.0,-500.0,-0.0014792899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,KRW-ETH,2017-10-06T00:00:00,2017-10-06T09:00:00,338000,357000,335500,356000,2017-10-06 23:57:20.837,16913.65,0.0494,337500.0,18500.0,0.0548148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,KRW-ETH,2017-10-07T00:00:00,2017-10-07T09:00:00,356000,360000,349500,354500,2017-10-07 23:58:12.794,18422.3,0.0521,356000.0,-1500.0,-0.0042134831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,KRW-ETH,2017-10-08T00:00:00,2017-10-08T09:00:00,353000,357000,341000,349500,2017-10-08 23:58:29.373,18267.4,0.0519,354500.0,-5000.0,-0.0141043724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,KRW-ETH,2017-10-09T00:00:00,2017-10-09T09:00:00,349500,354000,334000,339500,2017-10-09 23:57:27.564,17989.05,0.0519,349500.0,-10000.0,-0.028612303300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,KRW-ETH,2017-10-10T00:00:00,2017-10-10T09:00:00,340500,353000,334000,344000,2017-10-10 23:58:48.614,17777.95,0.0516,339500.0,4500.0,0.0132547865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,KRW-ETH,2017-10-11T00:00:00,2017-10-11T09:00:00,348000,352500,342500,348000,2017-10-12 00:00:14.712,17765.9,0.0511,344000.0,4000.0,0.011627907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,KRW-ETH,2017-10-12T00:00:00,2017-10-12T09:00:00,350500,356500,345000,354000,2017-10-12 23:57:58.272,17956.15,0.0511,348000.0,6000.0,0.0172413793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,KRW-ETH,2017-10-13T00:00:00,2017-10-13T09:00:00,352000,400000,347000,384000,2017-10-14 00:00:05.698,19307.95,0.0512,354000.0,30000.0,0.0847457627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,KRW-ETH,2017-10-14T00:00:00,2017-10-14T09:00:00,384500,398500,377500,383000,2017-10-15 00:00:08.784,20074.65,0.051500000000000000,384000.0,-1000.0,-0.0026041667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,KRW-ETH,2017-10-15T00:00:00,2017-10-15T09:00:00,383500,390500,363000,377000,2017-10-15 23:59:59.984,19456.75,0.051500000000000000,383000.0,-6000.0,-0.0156657963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,KRW-ETH,2017-10-16T00:00:00,2017-10-16T09:00:00,380500,398500,371500,377000,2017-10-16 23:57:18.856,19287.5,0.0504,377000.0,NaN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,KRW-ETH,2017-10-17T00:00:00,2017-10-17T09:00:00,376500,377500,353500,360000,2017-10-17 23:58:43.644,22072.7,0.0599,377000.0,-17000.0,-0.0450928382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,KRW-ETH,2017-10-18T00:00:00,2017-10-18T09:00:00,361000,366500,334500,360500,2017-10-18 23:57:12.889,28484957.9,81.0197,360000.0,500.0,0.0013888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,KRW-ETH,2017-10-19T00:00:00,2017-10-19T09:00:00,361500,365000,345500,352500,2017-10-19 23:58:04.074,83045000.0,235.0,360500.0,-8000.0,-0.0221914008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,KRW-ETH,2017-10-20T00:00:00,2017-10-20T09:00:00,347000,356000,344500,351000,2017-10-20 15:56:16.337,22798945.0,64.94,352500.0,-1500.0,-0.0042553191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,KRW-ETH,2017-10-24T00:00:00,2017-10-24T09:00:00,351500,364000,342500,348500,2017-10-24 23:57:15.304,775110.0,2.19,351000.0,-2500.0,-0.007122507100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,KRW-ETH,2017-10-25T00:00:00,2017-10-25T09:00:00,349500,352000,333000,344500,2017-10-25 23:58:52.833,803505.0,2.34,348500.0,-4000.0,-0.0114777618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,KRW-ETH,2017-10-26T00:00:00,2017-10-26T09:00:00,343000,349500,336500,339500,2017-10-26 23:58:30.868,799310.0,2.34,344500.0,-5000.0,-0.014513788100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,KRW-ETH,2017-10-27T00:00:00,2017-10-27T09:00:00,343000,347500,339000,343500,2017-10-28 00:00:18.979,807050.0,2.35,339500.0,4000.0,0.0117820324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,KRW-ETH,2017-10-28T00:00:00,2017-10-28T09:00:00,344500,348000,339000,345500,2017-10-28 23:58:02.308,743845.0,2.17,343500.0,2000.0,0.0058224163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,KRW-ETH,2017-10-29T00:00:00,2017-10-29T09:00:00,344500,360000,336500,342000,2017-10-29 23:58:20.835,812775.0,2.35,345500.0,-3500.0,-0.010130246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,KRW-ETH,2017-10-30T00:00:00,2017-10-30T09:00:00,343000,353500,342500,349000,2017-10-30 23:56:28.579,1225495.0,3.52,342000.0,7000.0,0.0204678363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,KRW-ETH,2017-10-31T00:00:00,2017-10-31T09:00:00,348500,398500,343000,349500,2017-10-31 23:59:38.937,700937.075,2.0,349000.0,500.0,0.0014326648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,KRW-ETH,2017-11-01T00:00:00,2017-11-01T09:00:00,350000,353000,328500,333500,2017-11-01 23:55:45.826,760380.0,2.22,349500.0,-16000.0,-0.045779685300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,KRW-ETH,2017-11-02T00:00:00,2017-11-02T09:00:00,333500,341500,319500,332000,2017-11-02 23:58:45.392,766765.0,2.31,333500.0,-1500.0,-0.0044977511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,KRW-ETH,2017-11-03T00:00:00,2017-11-03T09:00:00,335500,352000,327500,348500,2017-11-03 23:57:57.395,779485.0,2.31,332000.0,16500.0,0.0496987952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,KRW-ETH,2017-11-04T00:00:00,2017-11-04T09:00:00,347000,348500,325500,340000,2017-11-04 23:57:49.927,779360.0,2.31,348500.0,-8500.0,-0.0243902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,KRW-ETH,2017-11-05T00:00:00,2017-11-05T09:00:00,339500,340500,332000,336000,2017-11-05 15:38:05.197,505950.0,1.5,340000.0,-4000.0,-0.0117647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,KRW-ETH,2017-11-06T00:00:00,2017-11-06T09:00:00,340000,353200,292500,345750,2017-11-06 23:47:05.183,40102331.892955,118.79046062,336000.0,9750.0,0.029017857100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,KRW-ETH,2017-11-07T00:00:00,2017-11-07T09:00:00,349150,356200,335000,338200,2017-11-07 23:59:56.120,2401561611.0961600,7008.22572233,345750.0,-7550.0,-0.021836587100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,KRW-ETH,2017-11-08T00:00:00,2017-11-08T09:00:00,338200,359500,333000,346000,2017-11-08 23:59:58.340,3825702860.201200,11149.34168822,338200.0,7800.0,0.0230632762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,KRW-ETH,2017-11-09T00:00:00,2017-11-09T09:00:00,345950,372950,339500,364200,2017-11-10 00:00:00.306,4560721281.094540,12726.96001463,346000.0,18200.0,0.052601156100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,KRW-ETH,2017-11-10T00:00:00,2017-11-10T09:00:00,364150,365600,337000,341100,2017-11-10 23:59:50.249,4012681528.784450,11413.55512289,364200.0,-23100.0,-0.0634266886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,KRW-ETH,2017-11-11T00:00:00,2017-11-11T09:00:00,341100,362650,337000,357350,2017-11-11 23:59:57.555,4685404903.948630,13382.29249789,341100.0,16250.0,0.047639988300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,KRW-ETH,2017-11-12T00:00:00,2017-11-12T09:00:00,357300,377000,339350,368400,2017-11-12 23:59:53.610,11034373717.586000,30914.83671782,357350.0,11050.0,0.0309220652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,KRW-ETH,2017-11-13T00:00:00,2017-11-13T09:00:00,368400,407000,355600,361450,2017-11-13 23:59:30.383,14176928045.53940,38377.18664656,368400.0,-6950.0,-0.018865363700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,KRW-ETH,2017-11-14T00:00:00,2017-11-14T09:00:00,361500,390100,360700,385000,2017-11-14 23:59:16.046,16328264563.31770,43522.52053264,361450.0,23550.0,0.06515423990000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,KRW-ETH,2017-11-15T00:00:00,2017-11-15T09:00:00,384650,385250,376200,379400,2017-11-15 23:59:56.227,12698924432.47060,33394.04288914,385000.0,-5600.0,-0.0145454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,KRW-ETH,2017-11-16T00:00:00,2017-11-16T09:00:00,379400,380700,360050,365200,2017-11-16 23:59:52.025,18261918897.606400,49469.57741595,379400.0,-14200.0,-0.0374275171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,KRW-ETH,2017-11-17T00:00:00,2017-11-17T09:00:00,364500,370000,362300,367950,2017-11-17 23:59:29.480,20538283575.259000,56043.52171217,365200.0,2750.0,0.0075301205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,KRW-ETH,2017-11-18T00:00:00,2017-11-18T09:00:00,367950,386300,363350,383650,2017-11-18 23:59:40.939,19838419784.92260,53569.9690901,367950.0,15700.0,0.042668840900000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,KRW-ETH,2017-11-19T00:00:00,2017-11-19T09:00:00,383650,414950,378450,388600,2017-11-19 23:58:45.121,25052649702.704500,63712.22758214,383650.0,4950.0,0.012902385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,KRW-ETH,2017-11-20T00:00:00,2017-11-20T09:00:00,388600,408000,384400,398650,2017-11-20 23:59:55.286,31116827844.40970,78974.75402981,388600.0,10050.0,0.025862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,KRW-ETH,2017-11-21T00:00:00,2017-11-21T09:00:00,398650,408500,380050,397600,2017-11-21 23:59:54.547,32234005288.559500,80724.41454353,398650.0,-1050.0,-0.0026338894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,KRW-ETH,2017-11-22T00:00:00,2017-11-22T09:00:00,397600,421050,396000,419200,2017-11-22 23:59:59.898,39669293374.38520,98159.00077617,397600.0,21600.0,0.054325955700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,KRW-ETH,2017-11-23T00:00:00,2017-11-23T09:00:00,419200,470000,412050,452450,2017-11-23 23:59:52.235,55970079801.459200,127814.95902762,419200.0,33250.0,0.0793177481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,KRW-ETH,2017-11-24T00:00:00,2017-11-24T09:00:00,451950,536300,448000,528100,2017-11-24 23:59:51.447,72112701964.94740,149114.84339339,452450.0,75650.0,0.16720079570000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,KRW-ETH,2017-11-25T00:00:00,2017-11-25T09:00:00,528200,545000,484050,518900,2017-11-25 23:59:36.251,36999243770.21220,71186.98900971,528100.0,-9200.0,-0.017420943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,KRW-ETH,2017-11-26T00:00:00,2017-11-26T09:00:00,519000,522500,505000,521000,2017-11-26 23:59:35.361,37331679438.916400,72576.56654119,518900.0,2100.0,0.0040470225000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,KRW-ETH,2017-11-27T00:00:00,2017-11-27T09:00:00,521000,557500,519500,548800,2017-11-27 23:59:42.306,43578081882.181800,80859.53885339,521000.0,27800.0,0.0533589251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,KRW-ETH,2017-11-28T00:00:00,2017-11-28T09:00:00,548600,566000,539900,564000,2017-11-28 23:59:57.343,53196199266.12400,96628.10638433,548800.0,15200.0,0.027696793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,KRW-ETH,2017-11-29T00:00:00,2017-11-29T09:00:00,564800,629000,470000,484000,2017-11-29 23:59:59.172,78158891440.75630,135429.72022765,564000.0,-80000.0,-0.1418439716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,KRW-ETH,2017-11-30T00:00:00,2017-11-30T09:00:00,485100,544300,438950,519900,2017-11-30 23:59:58.259,56279076558.53900,112846.61052283,484000.0,35900.0,0.0741735537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,KRW-ETH,2017-12-01T00:00:00,2017-12-01T09:00:00,519800,540300,490000,534000,2017-12-01 23:59:45.644,43927989823.2173,85223.845345,519900.0,14100.0,0.0271206001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,KRW-ETH,2017-12-02T00:00:00,2017-12-02T09:00:00,531900,554400,517000,540300,2017-12-02 23:59:57.416,18322543666.491000,33842.12877563,534000.0,6300.0,0.0117977528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,KRW-ETH,2017-12-03T00:00:00,2017-12-03T09:00:00,540300,550000,527000,540000,2017-12-03 23:59:47.388,31985377508.623300,59017.27737244,540300.0,-300.0,-0.0005552471000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,KRW-ETH,2017-12-04T00:00:00,2017-12-04T09:00:00,540000,550200,536800,547800,2017-12-04 23:59:51.225,30816440590.476600,56592.75692448,540000.0,7800.0,0.0144444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,KRW-ETH,2017-12-05T00:00:00,2017-12-05T09:00:00,547800,573300,547000,568100,2017-12-05 23:59:48.413,49573030999.07180,89368.57076907,547800.0,20300.0,0.0370573202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,KRW-ETH,2017-12-06T00:00:00,2017-12-06T09:00:00,568100,576100,305000,554500,NaN,38169078371.84320,67870.44918688,568100.0,-13600.0,-0.0239394473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,KRW-ETH,2017-12-07T00:00:00,2017-12-07T09:00:00,554500,597800,518900,586500,2017-12-07 23:59:54.360,34243023362.94780,60978.93819138,554500.0,32000.0,0.0577096483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,KRW-ETH,2017-12-08T00:00:00,2017-12-08T09:00:00,586500,600000,512000,564200,2017-12-08 23:59:52.567,31456843418.65270,55715.36931823,586500.0,-22300.0,-0.0380221654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,KRW-ETH,2017-12-09T00:00:00,2017-12-09T09:00:00,564200,596000,517500,553500,2017-12-09 23:59:21.835,52303106319.450400,92933.67858825,564200.0,-10700.0,-0.0189649061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,KRW-ETH,2017-12-10T00:00:00,2017-12-10T09:00:00,553500,558700,446400,504000,2017-12-10 23:59:56.856,55187763671.883900,113385.90009754,553500.0,-49500.0,-0.08943089430000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,KRW-ETH,2017-12-11T00:00:00,2017-12-11T09:00:00,504000,594400,503800,587500,2017-12-11 23:59:59.908,24120899545.07940,44329.88220584,504000.0,83500.0,0.1656746032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,KRW-ETH,2017-12-12T00:00:00,2017-12-12T09:00:00,587700,765700,559700,705000,2017-12-13 00:00:00.191,171450603166.8760,257057.31791587,587500.0,117500.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,KRW-ETH,2017-12-13T00:00:00,2017-12-13T09:00:00,705000,820000,640000,782000,2017-12-13 23:59:59.971,151763450686.4620,203067.20356375,705000.0,77000.0,0.1092198582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,KRW-ETH,2017-12-14T00:00:00,2017-12-14T09:00:00,782000,844800,740900,784900,2017-12-15 00:00:02.249,159804297952.22100,199806.40847771,782000.0,2900.0,0.0037084399000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,KRW-ETH,2017-12-15T00:00:00,2017-12-15T09:00:00,784500,802000,718000,772100,2017-12-15 23:59:57.566,83633681503.15560,109368.6069023,784800.0,-12700.0,-0.0161824669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,KRW-ETH,2017-12-16T00:00:00,2017-12-16T09:00:00,772200,817800,770000,788600,2017-12-16 23:59:58.090,53015218882.91310,67179.43957983,772100.0,16500.0,0.0213702888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,KRW-ETH,2017-12-17T00:00:00,2017-12-17T09:00:00,788900,826100,778600,815200,2017-12-17 23:59:55.392,40862076119.07480,50452.98977698,788600.0,26600.0,0.0337306619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,KRW-ETH,2017-12-18T00:00:00,2017-12-18T09:00:00,815200,941300,785100,918500,2017-12-18 23:59:55.465,68952589688.77050,81029.22650739,815200.0,103300.0,0.12671737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,KRW-ETH,2017-12-19T00:00:00,2017-12-19T09:00:00,918500,1080000,909100,1027500,2017-12-19 23:59:58.696,99010131248.93900,99286.20032057,918500.0,109000.0,0.1186717474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,KRW-ETH,2017-12-20T00:00:00,2017-12-20T09:00:00,1025000,1099500,970500,1088500,2017-12-20 23:59:59.673,109365748087.64800,105577.11609644,1027500.0,61000.0,0.059367396600000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,KRW-ETH,2017-12-21T00:00:00,2017-12-21T09:00:00,1088500,1192500,1027000,1114500,2017-12-21 23:59:59.276,143636032948.0980,128669.0644924,1088500.0,26000.0,0.0238860818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,KRW-ETH,2017-12-22T00:00:00,2017-12-22T09:00:00,1115000,1143000,735100,909900,2017-12-22 23:59:50.567,138397427312.6190,149031.08312105,1114500.0,-204600.0,-0.18358008080000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,KRW-ETH,2017-12-23T00:00:00,2017-12-23T09:00:00,910000,1002000,892100,983500,2017-12-23 23:59:53.144,89345454777.02260,92848.49795573,909900.0,73600.0,0.0808880097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,KRW-ETH,2017-12-24T00:00:00,2017-12-24T09:00:00,983400,992000,889800,961200,2017-12-25 00:00:00.089,56337889494.52300,60261.79310267,983500.0,-22300.0,-0.022674123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,KRW-ETH,2017-12-25T00:00:00,2017-12-25T09:00:00,961200,1040000,930000,1035000,2017-12-25 23:59:59.448,102102565273.13500,101237.54349357,961200.0,73800.0,0.0767790262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,KRW-ETH,2017-12-26T00:00:00,2017-12-26T09:00:00,1035000,1067000,1020500,1040500,2017-12-26 23:59:58.108,79241528253.8354,75684.04933426,1035000.0,5500.0,0.0053140097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,KRW-ETH,2017-12-27T00:00:00,2017-12-27T09:00:00,1040500,1053000,1026500,1048000,2017-12-27 23:59:45.080,52686294171.92510,50522.02384649,1040500.0,7500.0,0.007208073000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,KRW-ETH,2017-12-28T00:00:00,2017-12-28T09:00:00,1048500,1050000,890000,969000,2017-12-28 23:59:59.484,63034369898.21900,64674.35275327,1048000.0,-79000.0,-0.0753816794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,KRW-ETH,2017-12-29T00:00:00,2017-12-29T09:00:00,969000,997600,931800,984000,2017-12-29 23:59:54.683,59107239290.747000,61181.08286597,969000.0,15000.0,0.015479876200000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,KRW-ETH,2017-12-30T00:00:00,2017-12-30T09:00:00,984000,1029500,955800,1010500,2017-12-30 23:59:59.779,81650695118.65200,82553.45552406,984000.0,26500.0,0.0269308943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,KRW-ETH,2017-12-31T00:00:00,2017-12-31T09:00:00,1012500,1039000,1000000,1026000,2017-12-31 23:59:52.179,47222524917.62480,46480.9335155,1010500.0,15500.0,0.015338941100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,KRW-ETH,2018-01-01T00:00:00,2018-01-01T09:00:00,1028000,1076000,1011500,1057000,2018-01-01 23:59:59.629,53817934500.74930,51315.57115643,1026000.0,31000.0,0.030214425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,KRW-ETH,2018-01-02T00:00:00,2018-01-02T09:00:00,1056500,1270500,1051000,1177000,2018-01-02 23:59:55.073,188639744871.44800,158481.28930076,1057000.0,120000.0,0.11352885530000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,KRW-ETH,2018-01-03T00:00:00,2018-01-03T09:00:00,1177000,1324500,1157500,1295500,2018-01-04 00:00:03.405,100992238250.15200,83430.94430424,1177000.0,118500.0,0.10067969410000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,KRW-ETH,2018-01-04T00:00:00,2018-01-04T09:00:00,1295500,1518000,1269000,1439500,2018-01-04 23:59:58.035,134663436969.14200,97018.95598114,1295500.0,144000.0,0.1111539946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,KRW-ETH,2018-01-05T00:00:00,2018-01-05T09:00:00,1439500,1645000,1406500,1554500,2018-01-05 23:59:58.161,168340868558.0460,109665.85466932,1439500.0,115000.0,0.07988885030000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
